学习时长,出勤率,家长参与度,资源获取,课外活动,睡眠时间,过往成绩,学习动机水平,网络接入,辅导课程,家庭收入,教师质量,学校类型,同伴影响,体育活动,学习障碍,家长教育水平,家庭距离,性别,考试成绩
18,80,中,中,否,8,55,低,是,2,低,低,公立,中性,3,否,高中,中等,男,63
22,63,中,高,是,7,85,中,是,4,高,高,公立,消极,3,否,大学,近,女,68
19,89,高,中,是,7,95,中,是,0,中,中,公立,积极,3,否,高中,近,男,70
21,92,中,低,是,8,51,低,是,0,中,中,公立,中性,2,否,大学,中等,男,66
24,72,高,高,否,6,78,高,是,0,低,高,公立,消极,6,否,高中,近,女,68
15,87,高,低,是,4,80,高,是,0,低,中,私立,积极,3,否,大学,近,男,67
33,77,低,高,是,5,85,中,是,0,低,中,私立,中性,5,否,高中,远,女,69
14,96,中,低,是,9,69,高,是,0,中,中,私立,消极,3,是,大学,近,女,66
13,94,中,中,是,7,91,低,是,3,低,中,公立,中性,3,否,高中,近,男,68
27,81,中,中,是,7,77,中,是,2,中,低,公立,中性,2,是,研究生,中等,女,69
25,88,中,中,是,7,70,低,是,1,中,中,私立,积极,3,否,研究生,中等,男,70
24,95,中,高,是,8,86,高,是,1,中,高,私立,中性,3,否,大学,近,男,74
24,80,中,高,是,7,96,高,是,0,低,高,公立,积极,0,否,大学,中等,女,70
20,73,中,中,是,7,91,低,是,1,中,高,公立,中性,2,否,研究生,中等,男,66
15,90,高,中,是,8,97,中,是,1,低,高,私立,消极,3,否,大学,近,女,69
20,69,中,高,否,6,63,低,是,0,低,中,公立,消极,3,否,研究生,近,男,64
16,76,低,高,是,8,56,中,否,1,低,中,公立,积极,1,否,高中,近,男,62
26,95,低,高,否,7,77,中,是,0,中,中,公立,中性,3,否,高中,中等,女,70
19,89,高,中,是,7,52,中,是,2,中,中,公立,消极,4,否,高中,中等,男,68
15,76,中,中,是,6,84,低,是,0,中,高,公立,中性,3,否,大学,近,女,65
18,69,高,高,否,7,62,低,是,3,中,中,公立,积极,3,否,高中,中等,男,65
22,74,高,高,是,6,73,低,是,3,高,高,公立,积极,4,否,研究生,中等,女,71
17,71,高,中,是,9,83,低,是,2,中,中,公立,中性,5,否,高中,近,男,66
15,67,中,中,否,4,74,中,是,0,低,中,公立,消极,3,否,大学,中等,男,61
21,90,低,中,是,8,62,低,是,2,中,高,公立,消极,5,是,高中,近,男,67
21,70,低,高,是,4,94,中,是,0,低,高,私立,中性,2,否,大学,远,男,65
17,78,中,高,否,8,88,中,是,0,低,中,公立,消极,3,否,高中,近,女,65
17,75,中,高,是,6,80,中,否,1,低,中,私立,积极,5,否,高中,中等,男,65
21,99,中,中,否,8,85,高,是,4,中,中,公立,积极,4,否,高中,中等,男,73
11,76,中,中,是,7,71,中,否,1,中,低,公立,中性,2,否,大学,近,男,62
12,63,中,高,是,5,69,低,是,0,中,高,公立,消极,2,否,大学,中等,女,60
16,64,低,中,是,9,58,低,是,1,中,中,公立,积极,3,否,大学,中等,女,61
19,84,低,中,是,8,90,高,是,2,低,中,私立,中性,3,否,研究生,远,男,67
22,84,高,中,否,8,69,中,否,3,中,高,私立,中性,4,否,大学,近,男,70
29,77,低,高,否,6,85,中,是,1,中,中,公立,积极,1,否,大学,近,男,69
25,77,中,低,是,8,65,高,否,0,中,中,公立,积极,5,否,大学,远,女,66
19,62,中,中,否,5,90,低,是,2,低,高,公立,积极,3,否,大学,中等,男,64
20,81,高,中,是,4,55,中,是,1,高,中,私立,积极,2,否,研究生,中等,男,68
14,80,高,中,是,5,81,中,是,1,低,中,公立,积极,4,否,研究生,远,女,67
20,66,中,中,否,6,90,高,是,0,中,中,公立,中性,1,否,大学,近,女,64
18,64,中,中,是,6,83,高,是,2,低,中,公立,积极,2,否,大学,近,男,65
22,65,低,高,是,6,85,中,是,2,高,中,公立,积极,3,是,研究生,近,女,66
15,64,中,中,是,6,76,高,是,2,中,中,私立,积极,4,是,高中,,女,63
23,84,高,中,是,6,78,低,是,2,低,低,公立,消极,2,否,高中,中等,女,68
29,68,中,高,是,4,53,中,是,1,中,中,私立,消极,4,否,高中,远,男,66
19,70,中,中,否,7,63,低,否,3,低,低,公立,中性,5,否,高中,近,男,63
22,67,低,中,否,7,86,低,是,1,低,中,公立,积极,3,否,高中,中等,女,63
24,98,高,中,是,6,97,中,是,1,中,中,公立,积极,4,否,大学,远,男,74
18,94,中,高,是,9,77,低,是,1,中,高,公立,积极,2,否,大学,中等,男,70
21,69,高,高,是,7,86,中,是,2,低,中,私立,中性,3,否,高中,近,男,68
20,73,中,中,是,7,84,中,是,0,中,中,公立,中性,4,否,研究生,中等,女,66
21,68,中,低,否,8,100,低,是,0,中,中,公立,积极,4,否,高中,远,男,63
15,80,低,高,否,5,90,中,是,4,低,中,公立,积极,3,否,大学,远,女,67
20,61,中,中,否,7,81,中,是,1,中,低,公立,中性,3,否,高中,中等,男,62
23,87,高,高,否,8,56,中,是,1,中,高,公立,积极,3,否,研究生,中等,男,71
29,81,高,中,否,7,68,中,是,2,中,中,公立,中性,4,否,研究生,近,男,72
26,96,中,中,是,5,63,中,否,1,高,中,私立,积极,2,否,研究生,近,男,72
33,67,中,中,是,6,93,高,是,0,低,高,公立,中性,3,否,高中,远,女,68
15,92,中,低,是,7,72,低,是,1,中,中,公立,消极,5,否,高中,近,女,66
25,92,中,中,否,4,77,中,是,0,低,中,公立,积极,3,否,高中,近,男,70
21,65,中,低,是,5,98,高,否,2,低,中,私立,积极,4,否,研究生,近,男,66
33,76,中,中,是,10,92,低,是,1,高,中,私立,积极,3,否,研究生,近,女,72
15,67,高,中,是,8,89,低,是,0,高,高,公立,中性,4,否,高中,中等,女,64
15,70,高,中,否,9,57,中,是,1,中,中,私立,消极,3,否,高中,,女,63
16,71,中,中,否,8,51,中,是,0,低,中,公立,消极,2,否,研究生,远,女,61
7,82,高,高,是,8,56,中,是,0,低,中,私立,消极,2,否,高中,远,男,62
17,76,中,高,否,7,87,高,是,1,中,高,公立,积极,4,否,高中,近,女,68
15,98,低,中,是,8,71,低,是,1,中,中,公立,积极,3,否,高中,近,男,68
21,65,低,中,否,9,56,高,是,1,中,中,公立,积极,5,否,高中,中等,男,63
22,99,中,低,是,8,87,低,是,1,中,中,私立,中性,4,否,高中,中等,女,70
31,69,高,低,是,7,60,中,是,1,低,中,公立,中性,3,否,研究生,近,女,68
26,91,高,中,是,7,79,中,是,1,低,中,私立,中性,5,否,高中,近,女,72
17,74,中,中,是,8,87,中,是,4,低,低,公立,积极,3,否,大学,近,男,67
15,66,低,高,否,6,80,中,否,1,低,中,私立,中性,1,否,大学,近,男,61
23,94,低,中,否,8,100,中,否,0,低,中,公立,中性,3,否,研究生,近,男,69
12,72,中,低,是,6,72,高,是,2,低,高,私立,消极,2,否,高中,中等,女,61
31,86,高,高,是,6,66,中,是,3,中,中,公立,积极,3,否,大学,中等,男,75
27,83,高,低,否,5,60,中,是,0,高,低,公立,中性,2,否,大学,中等,女,68
17,79,中,低,是,6,75,低,是,1,中,高,公立,中性,4,否,高中,近,男,65
10,80,高,中,是,6,93,高,是,4,中,,公立,消极,3,否,大学,中等,女,67
28,89,中,高,是,10,97,高,是,3,中,低,公立,消极,6,否,高中,近,女,75
19,64,低,中,否,6,99,中,是,1,中,中,公立,积极,3,否,大学,近,男,64
27,87,中,中,否,8,77,中,是,1,低,高,公立,中性,4,否,高中,中等,男,70
10,96,高,高,否,6,80,中,否,0,中,中,公立,中性,4,否,高中,中等,女,67
16,62,中,中,是,7,79,低,是,2,中,中,公立,中性,3,否,高中,近,男,63
20,66,高,高,否,7,73,中,是,1,中,中,公立,消极,4,否,大学,,女,65
20,89,中,中,是,4,58,中,是,1,中,中,公立,积极,3,否,高中,远,女,67
17,77,低,高,是,5,53,中,是,2,高,中,公立,中性,3,否,大学,近,男,86
24,76,低,高,否,6,72,高,是,3,中,高,公立,中性,3,是,高中,中等,女,67
14,65,高,中,否,5,59,低,是,1,高,中,公立,积极,4,否,研究生,远,男,63
19,80,中,中,否,7,94,中,是,0,中,低,公立,中性,3,否,大学,中等,女,66
21,65,高,高,否,7,88,低,是,2,低,中,私立,中性,1,否,,近,男,65
23,79,中,中,否,5,81,中,是,1,中,中,私立,中性,3,否,高中,近,女,67
24,91,中,中,否,7,52,低,是,0,高,高,公立,中性,4,否,大学,近,男,69
13,70,高,高,否,6,81,中,是,2,中,低,公立,积极,2,否,研究生,近,男,66
11,79,中,中,是,7,81,中,是,1,高,中,公立,中性,2,否,高中,中等,男,64
28,100,高,低,是,6,72,中,是,1,低,中,公立,消极,2,否,研究生,近,女,73
22,87,低,中,否,8,83,低,是,1,低,中,公立,中性,1,否,大学,远,男,66
16,94,中,中,否,9,93,低,是,1,低,中,公立,消极,4,否,研究生,近,女,68
29,77,高,低,是,8,88,低,是,0,中,高,公立,积极,4,否,大学,中等,男,70
21,91,高,中,否,9,74,中,是,2,低,低,私立,消极,2,否,,近,女,69
27,62,中,高,是,5,63,低,是,4,高,中,公立,消极,4,否,高中,近,女,67
20,65,中,低,否,6,74,低,是,0,中,中,私立,积极,3,否,大学,中等,男,62
32,68,中,低,否,8,97,高,是,1,低,中,公立,积极,2,否,高中,近,男,68
31,76,中,高,是,9,91,中,是,1,低,中,私立,中性,4,否,研究生,近,男,72
19,94,低,中,否,8,51,中,是,3,中,低,私立,积极,5,否,研究生,近,男,69
26,74,低,低,否,5,89,低,是,3,高,高,私立,消极,2,否,高中,近,男,66
24,86,高,高,否,6,59,中,是,1,低,中,公立,积极,3,否,高中,中等,女,70
28,88,高,中,否,8,79,中,是,0,中,中,公立,积极,3,否,高中,远,男,71
14,83,中,中,是,7,90,中,是,0,低,低,公立,消极,3,否,大学,近,女,65
24,74,高,中,是,6,78,中,是,3,低,高,公立,积极,3,否,大学,近,女,70
26,83,低,低,否,7,70,高,否,2,中,高,公立,消极,4,是,高中,中等,男,65
9,74,中,高,否,7,66,低,是,1,高,高,私立,中性,3,否,高中,远,女,62
13,63,高,中,是,5,65,中,是,2,高,中,私立,中性,2,否,高中,远,男,62
8,100,高,中,是,8,92,中,是,1,中,高,公立,中性,3,否,研究生,中等,女,70
18,65,中,高,是,6,91,中,否,5,低,中,私立,中性,3,否,大学,近,男,66
24,63,高,低,是,7,91,低,是,4,低,中,私立,积极,4,否,高中,近,女,67
29,95,中,低,否,9,64,中,是,1,中,高,公立,积极,3,否,高中,近,女,72
20,72,高,低,是,7,90,低,是,0,低,高,私立,消极,3,否,研究生,近,女,66
30,86,中,低,是,8,52,中,是,2,中,中,公立,消极,2,是,大学,中等,女,68
12,73,高,中,否,5,60,中,是,1,低,中,公立,消极,4,否,高中,中等,男,62
10,76,低,中,是,8,76,中,是,2,高,高,私立,积极,3,是,研究生,中等,男,64
20,70,中,中,否,8,70,中,是,0,低,中,公立,中性,5,否,研究生,近,女,65
22,74,中,低,是,6,56,低,是,4,中,高,公立,消极,3,否,研究生,中等,男,66
20,76,中,低,否,7,52,中,是,2,低,高,私立,中性,3,否,高中,近,女,64
8,89,中,高,是,7,81,低,是,4,低,中,公立,中性,3,否,大学,近,男,67
19,80,高,中,是,7,66,低,是,4,中,中,公立,消极,4,否,大学,近,女,69
12,98,高,中,是,8,51,中,是,0,中,低,公立,积极,5,否,研究生,中等,男,68
24,62,中,中,否,6,72,高,是,2,低,低,公立,中性,4,否,高中,近,男,64
22,80,高,中,是,7,65,中,是,2,高,中,私立,中性,2,否,高中,中等,女,68
14,83,低,低,是,9,79,中,是,1,中,低,公立,积极,3,否,高中,近,男,64
17,97,中,高,否,9,96,高,是,0,高,中,公立,消极,1,否,研究生,近,男,71
14,62,高,高,是,8,65,低,是,3,低,中,公立,消极,2,否,高中,远,男,61
20,83,低,中,否,7,100,中,是,4,低,中,公立,消极,3,否,大学,近,男,68
26,94,高,中,是,10,54,低,是,2,高,中,公立,中性,5,否,,近,男,73
14,70,高,中,是,9,54,中,否,3,中,中,公立,积极,1,否,大学,近,男,64
23,95,中,中,是,7,86,中,是,3,低,中,公立,积极,4,是,研究生,远,男,72
17,61,中,中,是,7,87,高,是,5,中,中,公立,中性,3,否,高中,近,男,65
15,89,中,中,是,6,71,中,是,1,中,高,公立,积极,4,否,高中,近,女,68
19,97,高,低,是,8,64,中,是,2,低,高,公立,积极,3,否,高中,近,男,71
14,86,中,低,是,8,90,中,否,3,中,,公立,消极,3,是,研究生,近,男,65
17,78,中,中,否,8,98,低,是,2,中,中,私立,积极,2,否,高中,近,男,66
13,62,低,高,否,7,99,中,是,4,中,低,公立,积极,1,否,研究生,中等,女,63
32,97,中,高,否,5,82,中,是,1,中,中,公立,中性,3,否,高中,中等,男,74
20,79,高,低,是,7,87,低,否,2,中,高,私立,中性,4,是,高中,近,女,66
16,61,中,低,否,8,91,高,是,2,中,高,公立,中性,3,否,大学,中等,男,63
21,88,高,中,是,6,90,高,是,2,高,中,私立,中性,4,否,高中,中等,男,72
19,79,中,高,否,7,100,低,是,1,高,高,公立,积极,2,否,大学,远,女,69
19,65,中,高,是,9,91,中,是,1,中,高,公立,积极,4,否,大学,近,男,67
24,69,低,高,否,5,83,低,是,3,低,中,私立,中性,3,否,高中,近,男,66
25,63,高,中,否,7,69,中,是,0,低,高,私立,消极,5,否,高中,中等,女,64
17,83,低,中,否,9,80,中,是,4,中,高,公立,消极,2,否,大学,近,女,67
17,85,中,低,否,7,94,高,是,4,低,中,公立,积极,3,否,大学,近,女,69
18,80,中,低,是,6,65,中,是,2,低,高,公立,消极,2,否,大学,,女,65
6,93,中,中,否,7,52,高,是,0,中,中,公立,中性,2,否,大学,近,女,64
11,94,中,低,是,8,66,高,否,1,高,低,公立,中性,4,否,高中,近,女,65
28,85,中,高,是,7,98,中,是,2,低,高,私立,积极,1,是,高中,近,男,72
30,61,低,高,是,8,90,中,是,2,低,高,公立,消极,2,否,高中,中等,女,66
19,88,中,低,否,7,59,中,是,2,低,中,公立,中性,3,否,大学,近,女,66
23,77,高,高,是,7,51,中,是,1,低,低,私立,积极,3,否,大学,中等,男,67
22,83,中,中,是,8,83,高,是,1,高,中,私立,消极,3,是,研究生,中等,男,69
38,86,低,高,是,7,79,低,是,3,低,中,公立,消极,3,否,高中,近,男,73
27,74,中,高,否,6,54,中,是,3,中,中,公立,中性,3,否,大学,近,女,69
19,97,中,低,否,8,98,中,是,1,低,中,私立,中性,4,是,高中,近,男,68
14,65,低,中,是,7,81,中,是,1,低,中,公立,积极,3,否,高中,中等,女,61
10,87,中,低,是,6,83,中,否,0,低,中,公立,积极,4,否,高中,近,男,63
21,60,中,高,是,8,93,低,是,0,低,中,公立,积极,2,否,高中,远,女,63
15,97,低,中,是,9,67,中,是,1,低,高,公立,中性,2,否,大学,近,男,68
11,65,中,高,否,7,78,中,是,2,低,中,公立,中性,3,否,研究生,近,女,63
16,64,高,中,是,7,79,中,是,3,中,中,私立,积极,4,是,研究生,近,女,66
14,73,高,中,是,5,98,中,是,2,低,中,公立,消极,4,否,高中,中等,女,65
30,75,高,高,否,7,57,高,是,0,低,中,公立,中性,1,是,大学,近,女,68
25,69,中,中,是,7,88,高,是,0,低,中,公立,消极,4,否,大学,近,女,66
20,83,低,低,否,7,79,低,否,2,中,中,公立,积极,5,否,研究生,中等,男,66
29,78,高,中,否,6,92,中,是,2,低,中,私立,消极,4,否,高中,近,男,70
20,61,低,低,是,8,92,中,是,0,中,中,公立,消极,2,否,高中,近,女,61
15,73,中,低,是,7,51,中,是,2,低,高,私立,消极,3,否,高中,中等,男,61
29,92,中,中,是,10,63,高,是,1,低,高,私立,消极,4,否,高中,中等,男,71
23,88,低,中,是,7,59,中,是,1,中,中,公立,消极,2,否,高中,近,男,67
14,89,高,高,是,4,73,中,是,2,中,高,公立,消极,3,否,大学,近,男,70
19,88,高,中,否,5,95,中,是,2,低,中,私立,消极,4,否,大学,中等,男,69
15,72,高,高,否,8,50,中,是,2,中,中,公立,中性,4,否,高中,近,女,65
12,64,高,低,是,6,74,高,是,0,中,中,公立,积极,2,否,高中,中等,男,61
26,71,中,低,否,6,94,低,是,3,低,中,公立,积极,4,否,研究生,近,男,68
31,93,高,低,是,5,96,中,是,2,低,中,公立,积极,2,否,高中,近,男,74
12,99,中,中,否,6,83,低,是,1,中,中,公立,消极,3,否,高中,近,女,67
23,80,中,中,是,7,91,低,是,5,高,中,公立,消极,1,否,高中,近,女,70
16,60,低,中,是,8,66,低,是,1,高,高,私立,中性,2,是,高中,中等,女,59
17,66,高,高,否,5,64,低,是,0,中,高,私立,中性,2,否,大学,近,男,64
16,73,高,中,是,8,52,中,是,2,中,高,公立,积极,4,否,大学,近,女,66
15,83,低,低,是,5,75,中,是,1,中,中,公立,中性,3,否,高中,远,女,63
20,63,低,低,是,8,73,低,是,0,高,中,公立,中性,3,否,大学,近,女,61
15,98,低,高,是,8,69,低,是,2,低,中,公立,中性,4,否,高中,中等,女,68
22,75,中,中,否,6,56,低,是,3,中,中,私立,积极,3,否,高中,远,男,65
20,97,中,高,否,5,62,中,是,1,中,中,私立,中性,4,否,高中,远,男,69
19,91,高,低,是,8,60,中,是,2,低,中,私立,中性,4,否,高中,中等,男,68
15,90,中,低,是,6,97,低,是,2,高,高,公立,积极,2,否,高中,近,男,69
17,84,中,低,是,7,98,高,是,1,低,高,公立,中性,2,否,大学,远,女,67
25,85,高,高,否,8,50,高,是,1,高,中,公立,中性,1,否,大学,中等,女,70
23,86,中,中,是,8,59,低,是,1,低,中,公立,中性,3,否,研究生,中等,女,68
14,85,中,中,否,6,94,低,是,0,高,中,公立,积极,4,否,大学,近,男,67
21,82,高,中,否,7,52,中,是,4,低,中,公立,中性,3,否,高中,远,男,67
25,99,高,中,是,6,97,高,是,0,中,中,公立,积极,3,否,大学,中等,男,75
10,89,低,低,是,8,69,低,是,3,低,中,公立,消极,4,否,大学,中等,男,63
23,91,低,中,否,9,77,高,是,1,低,中,公立,积极,5,否,高中,近,男,70
16,95,中,低,是,6,88,低,是,2,高,高,公立,积极,4,否,高中,近,女,70
23,69,中,高,是,7,62,中,是,1,中,中,公立,中性,4,是,高中,远,男,64
15,63,中,低,否,8,55,低,是,0,中,低,公立,中性,3,否,大学,近,女,59
9,79,中,低,否,7,90,高,是,1,高,低,公立,中性,3,否,高中,近,男,63
10,81,高,中,是,8,99,中,否,2,中,中,公立,积极,4,否,研究生,中等,女,67
20,93,低,高,是,7,83,中,是,0,中,中,私立,消极,2,是,高中,近,男,68
22,78,中,中,是,5,91,低,是,0,中,高,私立,消极,3,否,研究生,近,男,68
15,83,中,中,否,7,97,中,是,2,低,高,私立,中性,2,否,高中,近,女,97
24,81,中,低,否,9,61,中,是,1,低,低,公立,积极,4,否,大学,近,女,66
10,62,中,低,否,7,68,高,是,3,中,中,公立,中性,3,否,研究生,近,男,61
20,85,高,中,否,9,61,高,是,2,高,中,公立,积极,3,否,大学,近,男,70
13,93,低,低,是,4,53,高,是,1,中,低,公立,积极,1,否,研究生,近,男,65
16,66,低,中,是,8,87,高,是,3,中,中,公立,积极,2,否,高中,中等,女,64
20,84,中,高,是,6,57,高,是,2,中,中,公立,积极,4,否,高中,远,女,69
15,84,中,高,否,6,55,低,是,1,中,中,私立,消极,2,否,高中,近,男,64
18,67,低,低,是,9,68,低,是,2,低,高,私立,消极,2,否,研究生,近,男,61
26,65,低,中,否,7,53,低,是,3,高,中,公立,积极,2,否,高中,近,女,64
17,99,中,高,否,6,59,中,是,0,中,中,公立,中性,3,否,高中,中等,男,68
25,76,中,高,否,8,53,高,是,1,高,高,公立,积极,3,是,高中,远,女,67
13,69,高,低,否,4,94,中,是,3,低,低,公立,积极,3,是,高中,近,男,62
23,67,中,中,是,9,89,中,是,2,低,高,公立,中性,2,否,高中,近,女,66
29,87,中,高,是,10,93,高,是,1,低,中,公立,中性,4,否,高中,中等,男,72
5,84,中,中,是,8,93,高,是,4,高,高,公立,积极,3,否,大学,中等,男,68
15,86,中,高,是,8,97,中,是,4,高,中,公立,积极,3,否,高中,近,男,71
23,64,中,中,是,7,59,高,是,3,中,中,公立,积极,2,否,高中,中等,女,65
19,96,中,低,是,5,95,低,否,2,中,低,私立,中性,3,否,高中,中等,女,68
22,76,中,低,否,9,76,中,是,2,低,高,公立,中性,5,否,高中,远,女,65
16,73,高,低,是,8,58,中,是,1,中,中,公立,中性,4,否,高中,近,女,64
21,78,中,低,否,8,83,中,是,2,中,中,公立,积极,4,是,高中,远,男,65
19,76,高,高,是,8,66,低,是,0,低,高,私立,消极,4,是,高中,近,男,65
27,95,高,中,否,7,52,高,是,3,中,高,私立,消极,3,否,大学,中等,女,73
22,97,中,高,是,6,54,中,是,1,低,高,公立,积极,3,否,研究生,近,男,72
22,72,低,中,是,10,71,中,是,1,中,中,私立,消极,1,否,大学,近,男,64
18,95,中,中,是,7,91,低,是,0,低,中,公立,积极,4,是,研究生,中等,男,69
17,91,中,中,否,6,66,高,是,1,高,中,私立,积极,3,否,高中,近,男,69
